"","Eli_repA_tech1.sorted.bam","Eli_repB_tech1.2.sorted.bam","Eli_repC_tech1.sorted.bam","Elizabeth_repA_tech1.sorted.bam","Elizabeth_repB_tech1.2.sorted.bam","Elizabeth_repC_tech1.sorted.bam","Eric_repA_tech1.sorted.bam","Eric_repB_tech1.2.sorted.bam","Eric_repC_tech1.sorted.bam","Ethan_repA_tech1.sorted.bam","Ethan_repB_tech1.2.sorted.bam","Ethan_repC_tech1.sorted.bam"
"NM_000854",2,0,1,1,5,2,24,0,0,1,2,1
"NM_000858",897,2850,2012,541,2944,277,750,2103,321,1147,2768,752
"NM_000860",0,0,0,0,0,0,2,0,0,0,1,2
"NM_000861",1,1,1,0,0,0,0,0,0,0,0,0
"NM_000862",0,0,0,0,0,0,0,0,0,0,0,0
"NM_000863",0,0,0,0,0,0,0,0,0,1,0,1
"NM_000865",44,0,76,28,0,26,30,0,36,37,0,52
"NM_000866",1,0,0,0,0,0,0,0,2,0,0,0
"NM_000870",0,0,0,0,1,0,0,0,0,2,0,0
"NM_000871",28,18,62,6,4,0,14,3,1,50,19,49
"NM_000872",0,2,0,0,0,0,0,0,0,0,0,4
"NM_000874",1871,1117,3951,1724,1133,659,2183,863,1061,3470,1869,2383
"NM_000876",4789,3479,7237,3570,3292,1537,3757,1580,1408,7104,3145,2910
"NM_000884",2231,4759,3990,1622,4109,900,2344,3549,978,2993,4455,1935
"NM_000885",4104,3142,10725,3411,3576,581,4136,2015,1391,4699,3864,3507
"NM_000890",1,1,1,0,0,0,2,2,0,1,1,0
"NM_000891",4821,1,39914,3284,0,9281,2772,0,12394,16596,0,4682
"NM_000903",108,201,216,84,223,30,115,127,45,108,233,100
"NM_000904",41,52,137,27,93,20,86,58,40,45,43,67
"NM_000905",0,0,0,0,1,0,0,0,0,1,0,0
"NM_000906",147,264,373,69,153,22,129,63,77,190,188,141
"NM_000909",0,0,0,2,0,0,1,0,0,0,0,0
"NM_000911",2,2,17,2,0,0,3,2,1,4,2,0
"NM_000913",25,23,26,12,33,9,3,10,5,10,20,13
"NM_000918",5979,10232,12262,3929,8447,2295,6271,7552,2188,11046,9454,5174
"NM_000920",30,80,166,49,165,48,60,93,49,38,59,23
"NM_000921",0,1,0,0,0,2,0,0,1,2,4,0
"NM_000922",8,14,11,102,95,7,125,107,64,41,106,201
"NM_000923",29,24,112,4,8,3,3,2,14,28,27,59
"NM_000926",1,1,4,0,1,0,0,3,1,2,0,0
"NM_000928",0,0,0,0,0,0,0,0,1,0,0,0
"NM_000929",1,0,8,3,0,1,1,0,0,0,0,0
"NM_000932",213,330,751,244,401,90,209,258,151,280,292,247
"NM_000935",114,105,673,13,27,2,191,122,99,74,100,214
"NM_000936",0,0,0,0,1,0,0,0,0,0,0,0
"NM_000938",2505,2630,5097,2640,3626,608,2860,2069,1105,3410,3522,2052
"NM_000940",0,0,7,0,1,0,0,0,0,0,0,1
"NM_000942",2220,5860,4219,1377,4959,994,2453,3473,643,3474,6437,1863
"NM_000943",6,2,5,2,3,0,2,0,2,2,0,1
"NM_000944",274,136,390,257,198,51,270,138,62,566,277,226
"NM_000945",1499,668,2754,1631,785,579,2078,597,904,2308,815,1482
"NM_000946",332,277,658,301,366,122,448,284,204,391,393,465
"NM_000949",120,69,232,9,17,3,28,8,2,88,41,32
"NM_000954",0,0,0,0,0,0,0,0,0,0,0,0
"NM_000956",0,0,0,1,2,0,1,2,1,21,11,2
"NM_000958",12,25,41,5,4,1,21,9,1,16,6,14
"NM_000959",2,0,0,0,0,0,2,0,0,2,0,0
"NM_000960",242,348,451,292,369,140,139,109,49,324,284,147
"NM_000961",0,1,3,0,2,0,1,0,0,0,2,1
"NM_000963",13,19,55,14,21,2,13,9,5,13,47,143
"NM_000964",497,509,983,296,319,190,408,247,165,599,311,382
"NM_000966",70,99,244,44,73,34,47,53,51,96,59,96
"NM_000967",30690,52222,59720,26838,46269,12041,28907,32433,12610,39553,47501,22833
"NM_000968",32518,52779,59702,31773,55226,13532,35559,33597,14402,43248,54261,24444
"NM_000971",11016,23257,30596,14320,28742,3708,14879,19015,6270,16065,29898,11098
"NM_000972",18801,51082,39244,17213,51401,7877,17566,32765,8070,27162,63384,16154
"NM_000975",11762,28501,31869,11590,26681,5505,12875,13254,4959,15688,28386,8726
"NM_000976",12808,23552,30476,11109,28816,4752,14946,14480,5103,15084,20125,9450
"NM_000978",10510,15664,25201,10395,17437,4204,11486,10439,4908,15146,17622,8736
"NM_000980",8529,24129,22046,6985,22553,3888,6518,14953,4297,11753,20919,7102
"NM_000981",14043,29236,31783,11307,27300,5582,13204,17238,5904,17565,25242,10440
"NM_000982",10026,18218,25066,10492,19813,4176,12197,12116,5077,13789,21322,8429
"NM_000983",7739,8346,16960,7326,10252,2425,8732,5830,3166,10909,10416,5792
"NM_000984",10977,28434,32381,10156,27153,5041,12397,17808,6221,16284,25028,10488
"NM_000986",7096,16686,18934,6451,17057,2397,8001,10496,2639,11799,20630,6221
"NM_000989",7795,14040,19705,6445,17166,2877,7136,9995,3018,10238,15594,5631
"NM_000990",8783,14486,20221,6993,12711,3584,9293,9001,3716,10781,11772,5978
"NM_000993",9755,14442,26890,9255,16300,3090,10417,13324,4614,14209,19406,8913
"NM_000994",10442,18464,23838,9164,18029,4038,10412,11322,4435,13904,25141,7808
"NM_000998",9636,30183,28091,7647,25265,4444,9739,14422,4557,15219,34244,7983
"NM_001001290",3,2,1,0,5,1,8,0,0,0,2,0
"NM_001001325",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001001330",722,464,1898,875,651,157,982,421,446,1265,808,957
"NM_001001343",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001001346",0,0,0,0,3,0,0,0,0,1,0,0
"NM_001001349",414,509,930,323,545,184,321,324,176,603,574,449
"NM_001001396",66,36,149,209,129,146,145,57,61,236,105,278
"NM_001001412",5,7,6,2,5,3,4,6,0,5,13,5
"NM_001001414",1,0,1,1,2,0,1,0,0,2,0,4
"NM_001001419",465,375,1594,614,376,102,736,420,462,777,493,622
"NM_001001432",0,0,0,1,0,0,0,0,0,0,0,0
"NM_001001438",1463,1838,3837,1148,1649,441,985,935,685,2591,2856,1893
"NM_001001479",19,49,80,11,18,7,8,37,10,23,47,42
"NM_001001483",527,387,996,488,542,106,564,287,220,610,443,466
"NM_001001484",268,240,804,461,525,89,457,257,203,363,336,336
"NM_001001503",329,354,919,248,414,153,298,237,178,510,499,403
"NM_001001520",526,895,1149,416,792,210,459,500,234,796,807,453
"NM_001001521",787,846,2440,1007,1071,228,1042,671,432,1249,1237,994
"NM_001001522",68,41,133,38,45,18,46,20,18,51,18,67
"NM_001001524",0,0,0,0,0,0,0,0,0,0,1,0
"NM_001001547",2,2,12,2,4,0,0,0,0,0,2,2
"NM_001001548",3,7,14,5,5,0,0,0,0,0,2,3
"NM_001001556",392,502,798,325,520,119,624,421,195,658,711,451
"NM_001001557",1,0,3,0,0,0,0,0,0,1,0,0
"NM_001001560",527,549,1203,419,494,229,443,330,262,600,483,498
"NM_001001653",476,684,1002,299,557,142,463,463,219,487,563,323
"NM_001001655",117,199,248,83,185,28,115,154,38,116,203,90
"NM_001001660",91,105,468,186,123,24,156,70,87,147,158,166
"NM_001001661",27,40,50,50,56,19,24,23,16,57,45,30
"NM_001001663",1,0,0,0,0,0,0,0,0,0,0,0
"NM_001001664",958,800,2880,1399,934,166,1644,814,816,1400,954,1184
"NM_001001665",1,1,1,0,0,0,0,0,0,0,0,0
"NM_001001666",0,0,0,0,0,0,0,0,0,2,0,0
"NM_001001668",126,99,382,102,52,8,124,42,67,159,172,181
"NM_001001669",15,5,31,6,7,10,24,10,14,18,16,36
"NM_001001670",51,22,123,18,0,4,38,2,17,55,22,38
"NM_001001710",0,2,1,0,2,0,2,0,0,0,0,1
"NM_001001715",2,3,8,0,0,0,10,1,0,0,3,1
"NM_001001788",0,3,0,0,0,0,0,0,0,0,0,3
"NM_001001794",583,722,1169,455,765,250,566,413,269,844,775,478
"NM_001001795",129,372,265,64,324,44,149,282,94,173,301,130
"NM_001001850",0,0,0,0,0,0,0,0,0,0,0,1
"NM_001001851",1,8,30,0,1,2,2,4,1,4,2,0
"NM_001001852",810,2393,2288,545,1578,292,667,1423,443,1059,1758,927
"NM_001001872",0,2,5,0,2,4,0,1,0,0,0,4
"NM_001001874",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001001894",2149,2098,10901,3950,2864,752,4195,2674,2710,4901,4850,6919
"NM_001001895",74,91,145,54,66,16,74,62,27,84,108,46
"NM_001001928",772,433,1544,529,300,227,742,196,305,794,322,514
"NM_001001933",0,0,2,0,0,0,0,1,0,0,0,0
"NM_001001935",6256,11021,9481,5692,12876,2429,6243,7546,2068,8177,11931,4544
"NM_001001937",6080,10688,9171,5434,12371,2347,6046,7376,1970,7952,11508,4432
"NM_001001974",114,89,268,35,21,4,68,56,59,108,53,103
"NM_001001975",379,329,970,207,245,152,249,191,150,475,234,348
"NM_001001992",550,518,2189,815,821,201,739,500,470,1050,1210,1426
"NM_001002",35570,101167,70961,32015,93859,14315,34596,62323,16353,46927,102732,29240
"NM_001002009",1513,1038,3840,991,1053,212,1401,633,432,2551,1829,1283
"NM_001002021",2604,6522,6071,1968,6430,1265,2204,3872,1356,5895,10056,4584
"NM_001002026",1,2,0,0,1,1,0,1,1,2,2,1
"NM_001002034",22,70,71,70,107,10,18,38,18,25,81,20
"NM_001002035",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001002036",86,56,160,49,56,33,42,51,44,75,45,50
"NM_001002257",363,245,500,334,290,78,422,173,143,352,157,228
"NM_001002258",1724,3339,3716,1438,3131,608,1578,2271,650,2426,4421,1554
"NM_001002259",248,173,791,225,224,71,268,101,174,269,181,346
"NM_001002262",543,563,1188,390,643,193,450,434,274,560,577,432
"NM_001002269",258,324,520,213,285,73,273,200,118,306,272,216
"NM_001002273",738,1014,749,795,2273,265,272,413,29,1130,2161,710
"NM_001002292",0,0,6,1,0,0,0,0,0,3,4,2
"NM_001002756",141,169,367,116,159,37,123,100,58,202,236,129
"NM_001002800",1449,1126,4913,2074,1654,483,2312,1185,1229,1640,1635,3090
"NM_001002812",192,176,392,77,104,36,131,75,60,194,133,151
"NM_001002814",1606,1947,3771,1612,2315,916,2006,1472,1247,1643,1396,1411
"NM_001002836",161,800,418,103,587,58,105,503,78,235,598,151
"NM_001002837",0,3,2,0,2,0,10,6,0,1,3,1
"NM_001002841",1,7,3,1,20,0,7,1,4,5,25,5
"NM_001002857",508,960,805,423,1486,169,337,497,82,605,1241,378
"NM_001002876",153,283,304,88,217,43,151,146,58,166,209,123
"NM_001002879",466,765,956,397,764,205,404,477,193,540,615,373
"NM_001002880",113,140,225,120,145,57,140,66,67,151,177,118
"NM_001002901",33,91,117,43,119,18,8,26,9,51,83,18
"NM_001002912",71,55,163,83,32,1,44,17,14,358,263,146
"NM_001002914",158,256,423,131,247,61,110,153,81,138,159,170
"NM_001002915",1,0,0,0,0,0,0,0,0,1,0,0
"NM_001002919",1,0,4,0,0,0,0,0,0,0,0,2
"NM_001002926",355,360,974,468,575,88,528,355,195,488,645,495
"NM_001003406",0,0,0,0,0,0,1,0,3,0,0,0
"NM_001003652",2784,2334,6068,3082,3283,628,3157,1728,1376,3233,2439,2487
"NM_001003665",12,6,30,33,11,9,22,9,27,31,5,24
"NM_001003678",195,180,356,77,156,60,98,75,40,167,121,121
"NM_001003680",22,21,100,36,38,5,47,35,18,18,25,27
"NM_001003682",0,0,2,0,0,0,0,1,0,0,0,2
"NM_001003690",254,515,607,218,462,105,203,251,94,357,451,192
"NM_001003694",399,637,903,344,693,176,287,340,136,436,552,346
"NM_001003696",446,225,1027,293,205,108,527,145,106,873,341,518
"NM_001003704",257,914,742,125,671,107,220,549,110,294,649,208
"NM_001003760",0,0,0,0,0,0,0,1,0,2,0,0
"NM_001003790",112,160,295,95,143,30,119,95,69,175,196,109
"NM_001003794",2058,2830,4258,2344,2922,1071,1690,1362,867,3298,2515,2321
"NM_001003795",214,271,502,180,306,106,242,152,85,246,262,164
"NM_001003796",950,1646,2025,702,1636,380,996,1014,483,1133,1518,845
"NM_001003802",9,4,9,2,2,1,1,0,0,3,2,3
"NM_001003806",0,0,0,4,1,0,0,0,0,0,0,0
"NM_001003819",646,864,1112,396,662,124,499,412,209,656,706,402
"NM_001003828",2055,3618,4361,1404,3103,822,1742,1868,860,2451,3101,1666
"NM_001003841",0,1,1,0,0,0,1,2,0,0,0,1
"NM_001003897",188,164,359,135,158,75,212,107,69,164,123,132
"NM_001003931",355,405,729,192,364,124,246,172,93,286,368,331
"NM_001003937",1,0,0,0,0,0,0,0,0,0,0,0
"NM_001003940",1227,1850,3093,733,1128,321,957,804,598,1253,1133,863
"NM_001003941",420,762,943,334,901,204,367,432,217,606,681,525
"NM_001003945",302,260,538,268,368,161,282,154,151,366,280,287
"NM_001003954",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001004023",569,561,1016,557,621,218,482,309,169,748,609,420
"NM_001004055",34,27,62,16,24,13,37,18,19,53,39,20
"NM_001004057",17,47,35,6,22,12,11,21,2,25,34,25
"NM_001004067",4446,5943,7406,3124,5293,1562,3625,2949,1464,5919,5263,3407
"NM_001004105",804,1955,1840,673,2402,394,794,1557,369,1072,1920,891
"NM_001004128",152,241,392,170,356,111,185,196,130,358,426,243
"NM_001004301",147,108,495,200,157,43,321,151,147,226,159,137
"NM_001004303",0,0,5,0,0,0,2,0,2,0,3,1
"NM_001004304",831,833,1681,617,824,327,803,547,391,836,634,665
"NM_001004306",0,4,9,5,1,0,3,0,5,2,0,1
"NM_001004309",19,24,92,24,28,14,28,18,23,34,22,41
"NM_001004311",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001004312",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001004316",43,14,91,20,13,2,37,9,24,21,13,21
"NM_001004317",0,0,0,0,0,0,0,0,0,1,1,2
"NM_001004320",0,0,1,1,1,0,0,0,0,0,0,0
"NM_001004323",33,15,94,26,21,21,24,13,17,25,19,26
"NM_001004328",1,0,2,0,2,0,1,1,1,1,0,1
"NM_001004329",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001004330",113,48,160,110,119,10,109,35,25,112,86,129
"NM_001004339",410,415,876,185,361,230,582,373,237,414,539,573
"NM_001004341",53,44,111,37,40,5,5,25,4,43,42,34
"NM_001004343",0,0,0,0,0,0,0,0,0,0,1,0
"NM_001004351",2,1,0,0,0,1,1,0,2,1,0,2
"NM_001004352",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001004356",98,155,296,26,52,26,82,126,82,124,81,91
"NM_001004426",259,287,663,189,226,153,278,235,203,218,233,274
"NM_001004431",10,35,52,2,12,3,31,28,5,23,20,14
"NM_001004432",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001004434",0,0,0,0,1,0,0,0,0,0,0,0
"NM_001004439",14,8,86,2,1,3,6,2,0,4,2,3
"NM_001004440",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001004441",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001004722",398,609,953,424,538,188,418,264,189,668,530,379
"NM_001004723",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001005176",360,481,871,293,418,82,377,239,168,522,551,382
"NM_001005209",15,17,19,10,11,0,34,18,5,16,17,10
"NM_001005210",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001005212",7,4,15,22,5,2,2,0,3,5,3,5
"NM_001005214",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001005240",0,0,0,0,1,0,0,0,0,0,0,0
"NM_001005271",3501,2989,6021,2302,3002,1361,2166,1123,1003,3647,2119,1954
"NM_001005273",3494,2925,6026,2295,2957,1351,2170,1100,997,3636,2083,1937
"NM_001005285",1,0,0,0,0,0,0,0,0,0,1,3
"NM_001005290",42,31,58,30,39,15,29,18,13,44,38,65
"NM_001005291",531,521,1101,382,615,235,429,320,235,579,372,378
"NM_001005337",0,1,0,0,0,0,1,0,0,1,0,0
"NM_001005339",1150,1858,2943,730,1501,429,1207,863,572,1383,1359,823
"NM_001005354",1254,1092,2821,1043,824,611,1056,399,437,1585,682,1080
"NM_001005356",19,13,30,18,17,15,11,4,8,17,4,8
"NM_001005362",1572,2415,3716,1337,2823,830,1459,1634,787,1975,2334,1660
"NM_001005365",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001005376",24,78,145,13,44,12,26,23,7,78,80,48
"NM_001005377",31,54,118,15,29,7,29,22,15,53,76,36
"NM_001005386",7625,3866,14825,9670,6733,1727,10875,3670,3261,12208,5689,8654
"NM_001005389",0,1,11,0,0,2,0,0,2,2,0,1
"NM_001005404",95,80,151,145,144,65,156,68,72,134,76,76
"NM_001005407",1,4,13,0,0,0,1,5,3,2,0,3
"NM_001005408",350,502,890,262,517,134,294,295,183,410,461,383
"NM_001005413",429,576,687,335,759,127,438,385,110,550,720,377
"NM_001005415",58,235,169,79,343,31,73,162,42,114,339,94
"NM_001005463",1,1,1,0,0,3,0,0,2,2,1,0
"NM_001005473",0,0,4,0,0,0,0,0,0,0,0,0
"NM_001005474",1702,1174,3158,1153,863,271,1466,552,435,2157,1118,995
"NM_001005527",0,4,0,0,0,0,0,0,0,1,0,0
"NM_001005731",14,12,49,8,3,3,6,6,3,13,1,8
"NM_001005738",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001005739",519,443,1332,689,512,145,669,406,379,671,651,715
"NM_001005743",1329,701,2095,998,658,357,1134,345,461,1244,582,1006
"NM_001005849",1865,1211,4592,1630,1533,532,1991,1037,766,2616,1683,1909
"NM_001005850",3,0,4,1,3,0,1,0,1,4,3,0
"NM_001005855",122,159,239,111,140,52,140,88,42,162,143,173
"NM_001005861",507,569,1007,330,461,111,443,359,227,382,335,342
"NM_001005909",481,642,902,407,822,233,397,398,191,620,686,391
"NM_001005914",15,16,15,8,7,6,12,5,11,10,6,7
"NM_001005915",0,0,0,1,1,0,0,0,0,0,0,1
"NM_001006",18887,26376,40924,23506,35208,7493,23043,26277,10060,27709,40933,16270
"NM_001006115",427,643,915,377,701,207,371,406,227,556,620,394
"NM_001006600",2741,2847,9616,4314,4114,804,4232,2674,2000,3519,3694,3823
"NM_001006605",149,98,346,186,204,40,216,136,115,267,227,236
"NM_001006607",999,467,1805,1591,1005,574,1558,462,807,1562,563,1462
"NM_001006618",1063,1457,2183,812,1447,341,892,840,357,1381,1575,988
"NM_001006622",933,968,2391,949,1156,225,1217,728,593,1156,987,800
"NM_001006630",1,0,3,0,0,1,0,0,0,0,0,0
"NM_001006634",4304,1207,6402,3439,1072,1405,3409,571,1626,3292,682,1844
"NM_001006655",29,25,22,6,8,1,10,4,0,25,20,10
"NM_001006656",160,216,412,167,233,67,180,163,110,232,211,162
"NM_001006657",396,348,925,561,431,82,556,319,282,517,380,447
"NM_001006658",8076,4805,13746,7546,4131,1153,4236,1440,1427,6575,3327,3499
"NM_001006666",309,380,491,192,328,87,289,189,111,415,345,293
"NM_001006939",2,0,3,1,0,0,0,0,0,0,0,0
"NM_001006941",242,221,562,162,180,96,192,144,135,274,170,213
"NM_001006943",1,0,3,0,0,0,0,0,0,1,1,1
"NM_001006945",340,351,1360,381,358,67,511,274,239,423,468,450
"NM_001006946",165,292,382,230,670,268,233,197,94,146,233,103
"NM_001007024",1102,730,2148,1091,734,347,1137,481,486,1548,858,1013
"NM_001007026",1001,138,2567,721,105,457,1001,66,659,1196,71,1035
"NM_001007027",544,416,783,398,485,136,691,304,218,574,443,407
"NM_001007033",5,2,0,0,0,0,0,1,0,2,2,0
"NM_001007073",10433,18569,23843,9157,18088,4035,10387,11355,4432,13909,25309,7818
"NM_001007075",487,329,1142,762,774,198,594,344,312,640,458,561
"NM_001007089",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001007098",145,57,384,126,101,41,176,74,59,149,79,137
"NM_001007102",215,142,557,216,216,53,258,126,166,273,190,237
"NM_001007139",0,0,0,1,0,0,1,0,1,0,0,1
"NM_001007188",423,309,799,295,350,170,459,188,229,359,250,355
"NM_001007189",138,120,388,171,126,21,219,97,76,134,100,152
"NM_001007214",520,455,1337,494,605,157,804,387,267,787,601,696
"NM_001007231",332,320,485,61,43,11,175,73,23,175,174,181
"NM_001007232",1,0,0,1,6,0,1,3,3,3,5,4
"NM_001007234",50,85,223,82,104,12,101,69,31,70,120,86
"NM_001007237",166,206,381,643,653,292,171,98,78,345,305,463
"NM_001007242",0,0,0,0,0,0,0,0,0,0,0,2
"NM_001007246",396,360,949,383,314,91,457,323,354,661,462,498
"NM_001007248",28,30,65,24,21,6,42,21,13,21,40,19
"NM_001007250",385,263,1033,376,426,63,530,239,195,583,486,462
"NM_001007253",190,118,517,259,221,60,187,108,88,290,167,218
"NM_001007257",2761,678,5966,2908,832,952,3157,431,1374,3696,726,2867
"NM_001007259",95,131,218,129,102,46,149,59,47,167,167,170
"NM_001007273",1,2,4,0,1,0,0,0,0,1,2,2
"NM_001007464",459,243,1210,502,382,163,703,207,232,585,388,549
"NM_001007466",1282,698,2022,919,782,352,846,435,360,1406,715,1023
"NM_001007467",1894,2320,4263,1491,1899,694,2161,1219,1181,1978,1731,1425
"NM_001007525",4,11,19,0,3,8,2,1,9,1,6,4
"NM_001007527",503,445,1579,854,819,104,949,452,365,843,770,942
"NM_001007534",0,0,0,0,0,0,1,0,0,0,0,0
"NM_001007538",0,3,2,0,0,1,0,0,0,0,0,0
"NM_001007540",0,0,6,0,0,1,0,0,1,0,0,0
"NM_001007544",225,107,126,91,224,58,125,39,18,254,221,76
"NM_001007561",978,1048,2211,900,1092,501,818,586,452,1517,1000,782
"NM_001007563",0,2,6,1,0,0,1,2,0,1,1,0
"NM_001007565",1524,1174,3088,1376,1116,402,1369,585,565,2292,1083,1253
"NM_001007792",1,0,1,3,0,0,0,0,0,2,0,5
"NM_001007793",1407,1761,2509,1081,2124,430,1535,1168,433,1910,1959,1222
"NM_001007794",1593,1069,3199,1504,1868,401,1936,1315,1004,1881,1565,1310
"NM_001008212",675,749,2067,991,976,308,848,425,338,1135,892,979
"NM_001008215",193,174,430,200,237,45,238,161,101,273,208,203
"NM_001008216",221,572,457,151,383,84,200,365,120,222,447,255
"NM_001008218",67,51,250,106,254,63,88,155,147,123,77,100
"NM_001008221",67,50,250,85,122,51,64,96,142,120,76,96
"NM_001008223",1,2,0,0,0,0,0,1,0,2,1,0
"NM_001008237",97,88,243,150,63,23,137,66,116,130,54,120
"NM_001008239",851,566,1585,652,501,154,785,353,341,830,436,564
"NM_001008272",0,0,2,0,0,0,0,0,0,1,2,0
"NM_001008274",8,4,22,1,11,2,14,3,0,2,5,4
"NM_001008388",368,384,694,349,499,99,383,296,178,501,496,359
"NM_001008391",11,12,22,29,22,6,49,11,7,34,33,34
"NM_001008395",249,973,760,169,740,63,284,417,97,308,786,221
"NM_001008396",585,752,1652,780,1077,146,796,707,358,794,1022,931
"NM_001008410",162,148,289,59,99,36,72,51,20,132,83,93
"NM_001008495",647,742,1202,512,703,83,681,628,288,793,848,497
"NM_001008504",0,0,1,0,0,0,0,0,1,0,0,0
"NM_001008505",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001008528",3,5,9,7,26,5,0,2,0,19,41,12
"NM_001008536",0,0,0,0,2,0,1,0,0,0,0,0
"NM_001008564",1730,1544,3361,2010,1745,344,2006,1148,833,2341,1789,1545
"NM_001008657",639,684,1092,369,806,250,479,481,233,671,674,519
"NM_001008661",615,467,1423,645,579,201,667,330,357,957,556,615
"NM_001008693",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001008707",3,2,4,1,0,0,0,1,0,2,0,1
"NM_001008712",7,6,21,0,0,1,3,1,0,4,0,2
"NM_001008723",4,6,8,8,4,2,2,8,3,7,8,7
"NM_001008727",1422,1070,3789,1747,1627,405,1725,952,1021,1702,1364,1472
"NM_001008740",0,2,2,0,0,0,0,0,0,0,0,0
"NM_001008749",9,9,9,9,19,2,7,9,5,4,4,7
"NM_001008777",0,3,4,0,3,1,0,0,0,1,2,0
"NM_001008778",0,1,1,0,0,0,0,1,0,4,2,0
"NM_001008779",3,0,1,3,0,0,9,0,2,3,0,4
"NM_001008781",1,0,0,2,2,0,3,0,0,0,0,1
"NM_001008783",0,0,0,0,0,0,3,1,0,0,0,0
"NM_001008800",2108,3845,3446,1865,4752,964,2216,2507,628,3367,5068,1904
"NM_001008801",192,227,761,229,227,75,297,186,174,223,257,324
"NM_001008897",2014,2869,3926,2072,3641,832,2363,1874,741,3229,3198,1848
"NM_001008938",2284,2772,5239,2507,3270,727,3190,2157,1355,2900,3007,2739
"NM_001008949",170,352,335,114,280,62,186,244,69,185,274,192
"NM_001009",7442,30957,20744,6545,29687,3081,7304,21039,4220,10201,30314,7148
"NM_001009181",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001009182",242,281,529,157,225,46,213,150,102,262,298,229
"NM_001009184",1614,1527,3380,1393,1083,686,1101,640,684,2150,1019,1465
"NM_001009552",242,288,636,320,358,137,334,175,135,363,309,319
"NM_001009562",0,0,0,0,1,0,0,0,0,0,0,0
"NM_001009566",1245,1149,2650,871,944,466,1024,478,572,1723,809,1325
"NM_001009568",6,4,23,2,12,0,3,2,2,10,7,2
"NM_001009608",493,287,910,587,333,114,596,159,198,748,344,420
"NM_001009610",38,32,55,35,33,22,22,21,8,79,56,50
"NM_001009611",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001009612",1,1,6,0,0,1,6,0,0,0,0,0
"NM_001009812",8,13,40,2,15,1,10,10,2,10,17,3
"NM_001009813",0,3,2,1,0,0,1,0,0,1,0,1
"NM_001009814",745,1082,1802,808,1192,192,958,783,415,1038,1211,809
"NM_001009877",533,568,909,345,533,217,491,351,233,552,470,430
"NM_001009880",1042,1554,1859,992,2375,607,1069,1061,445,1119,1331,671
"NM_001009881",850,414,3258,1302,492,232,2320,658,1579,828,485,1743
"NM_001009894",189,137,489,163,178,60,243,130,133,274,220,239
"NM_001009923",956,697,1635,835,826,331,1038,492,396,1190,786,805
"NM_001009931",0,10,0,0,0,0,0,0,0,0,0,0
"NM_001009936",200,416,398,137,379,94,221,214,87,245,253,149
"NM_001009943",107,164,231,78,148,32,91,115,70,77,160,107
"NM_001009959",129,52,389,155,65,15,164,27,98,142,45,98
"NM_001009984",30,29,94,46,15,6,39,23,24,79,35,125
"NM_001009992",0,0,1,0,1,0,0,0,0,0,3,0
"NM_001009994",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001009998",267,562,514,172,540,147,281,329,131,323,435,295
"NM_001010",34871,77738,80962,34151,74005,12125,39518,51702,13613,50045,88240,29084
"NM_001010844",88,44,292,147,126,19,77,36,64,129,96,128
"NM_001010846",35,27,95,123,44,28,75,33,29,70,47,59
"NM_001010847",2,0,1,0,0,1,0,0,0,0,0,1
"NM_001010851",361,369,1060,382,322,111,431,236,290,461,400,466
"NM_001010852",0,0,0,0,0,0,1,1,0,3,0,1
"NM_001010853",449,347,827,480,388,123,679,400,306,567,409,590
"NM_001010854",8,11,20,8,2,2,14,1,12,8,5,11
"NM_001010855",4962,2293,8810,2666,1893,1350,4065,1304,1820,3350,1196,2685
"NM_001010858",764,1835,1874,541,1428,371,783,1015,402,1024,1273,878
"NM_001010859",0,0,0,0,0,0,0,0,0,0,1,0
"NM_001010860",6,14,11,2,11,4,15,6,0,6,10,15
"NM_001010863",264,299,542,132,123,39,165,105,39,266,246,236
"NM_001010866",189,195,461,122,150,87,121,116,82,206,141,203
"NM_001010867",123,162,220,125,178,55,147,104,47,205,136,103
"NM_001010868",73,24,128,77,41,10,98,22,61,97,44,70
"NM_001010872",0,0,0,0,0,0,0,0,2,1,0,0
"NM_001010874",0,0,0,0,0,0,0,0,0,0,0,0
