GeneID	Chr	Start	End	Strand	Length
15363	AOC4P	chr17	42867144	42869217	+	2074
15364	LINC00671	chr17	42874673	42898734	-	24062
15365	G6PC	chr17	42900798	42914438	+	13641
15366	AARSD1	chr17	42950525	42964454	-	13930
15367	PTGES3L-AARSD1	chr17	42950525	42980528	-	30004
15368	PTGES3L	chr17	42968087	42980528	-	12442
15369	RUNDC1	chr17	42980564	42995142	+	14579
15370	RPL27	chr17	42998272	43002959	+	4688
15371	IFI35	chr17	43006783	43014456	+	7674
15372	VAT1	chr17	43014606	43022385	-	7780
15373	RND2	chr17	43025230	43032041	+	6812
15374	BRCA1	chr17	43044294	43125364	-	81071
15375	NBR2	chr17	43125556	43153671	+	28116
15376	LOC101929767	chr17	43148365	43170403	-	22039
15377	NBR1	chr17	43170309	43211688	+	41380
15378	TMEM106A	chr17	43211874	43220041	+	8168
15379	CCDC200	chr17	43221416	43231269	-	9854
15380	RNU2-1	chr17	43233789	43233977	-	189
15381	LOC105371785	chr17	43368633	43373809	+	5177
15382	LINC00910	chr17	43369844	43388898	-	19055
15383	ARL4D	chr17	43398992	43401137	+	2146
15384	MIR2117HG	chr17	43444706	43451197	+	6492
15385	MIR2117	chr17	43444805	43444885	+	81
15386	DHX8	chr17	43483974	43544799	+	60826
15387	ETV4	chr17	43527845	43530435	-	2591
15388	MEOX1	chr17	43640388	43661922	-	21535
15389	LINC02594	chr17	43669587	43707480	+	37894
15390	LOC107985085	chr17	43674728	43681122	-	6395
15391	SOST	chr17	43753737	43758791	-	5055
15392	DUSP3	chr17	43766124	43778977	-	12854
15393	CFAP97D1	chr17	43780434	43787620	+	7187
15394	MPP3	chr17	43800798	43833194	-	32397
15395	LOC107984979	chr17	43833415	43846505	+	13091
15396	CD300LG	chr17	43847096	43863639	+	16544
15397	LOC107985077	chr17	43849749	43855253	-	5505
15398	MPP2	chr17	43875358	43909711	-	34354
15399	LOC105371787	chr17	43914431	43917224	-	2794
15400	FAM215A	chr17	43917207	43917987	+	781
15401	LOC107985086	chr17	43918842	43921042	+	2201
15402	LOC102724183	chr17	43927594	43934517	+	6924
15403	LINC01976	chr17	43938260	43938962	+	703
15404	PPY	chr17	43940801	43944212	-	3412
15405	PYY	chr17	43952732	44004469	-	51738
15406	NAGS	chr17	44004545	44009068	+	4524
15407	TMEM101	chr17	44011187	44019447	-	8261
15408	LSM12	chr17	44034634	44067587	-	32954
15409	G6PC3	chr17	44070699	44076344	+	5646
15410	HDAC5	chr17	44076752	44123651	-	46900
15411	LOC105371789	chr17	44115911	44120595	+	4685
15412	HROB	chr17	44141929	44162476	+	20548
15413	ASB16	chr17	44170703	44179084	+	8382
15414	ASB16-AS1	chr17	44175972	44186717	-	10746
15415	TMUB2	chr17	44186950	44191929	+	4980
15416	ATXN7L3	chr17	44191804	44198161	-	6358
15417	LOC101926967	chr17	44198736	44223703	+	24968
15418	UBTF	chr17	44205035	44221304	-	16270
15419	MIR6782	chr17	44207770	44207839	-	70
15420	SLC4A1	chr17	44248389	44268135	-	19747
15421	LOC105371790	chr17	44274018	44275681	-	1664
15422	RUNDC3A-AS1	chr17	44299573	44308431	-	8859
15423	RUNDC3A	chr17	44308558	44317870	+	9313
15424	SLC25A39	chr17	44319624	44324870	-	5247
15425	GRN	chr17	44345085	44353106	+	8022
15426	FAM171A2	chr17	44353214	44359103	-	5890
15427	ITGA2B	chr17	44372180	44389649	-	17470
15428	GPATCH8	chr17	44395276	44474898	-	79623
15429	LOC105371791	chr17	44536239	44537857	+	1619
15430	FZD2	chr17	44557483	44561262	+	3780
15431	LINC01180	chr17	44646363	44650349	-	3987
15432	MEIOC	chr17	44656416	44677086	+	20671
15433	CCDC43	chr17	44677436	44689797	-	12362
15434	LOC105371792	chr17	44678961	44688218	+	9258
15435	DBF4B	chr17	44708635	44752732	+	44098
15436	LOC107985044	chr17	44734092	44740907	-	6816
15437	ADAM11	chr17	44758987	44781846	+	22860
15438	GJC1	chr17	44794987	44830811	-	35825
15439	HIGD1B	chr17	44844280	44850480	+	6201
15440	EFTUD2	chr17	44849947	44899445	-	49499
15441	CCDC103	chr17	44899728	44905390	+	5663
15442	FAM187A	chr17	44903829	44905390	+	1562
15443	GFAP	chr17	44905625	44915552	-	9928
15444	LOC105371793	chr17	44919427	44924797	+	5371
15445	KIF18B	chr17	44924710	44947773	-	23064
15446	MIR6783	chr17	44934617	44934681	-	65
15447	C1QL1	chr17	44959692	44968303	-	8612
15448	LOC107987243	chr17	44987588	45022392	-	34805
15449	DCAKD	chr17	45023337	45061129	-	37793
15450	NMT1	chr17	45061316	45109016	+	47701
15451	PLCD3	chr17	45108958	45132515	-	23558
15452	MIR6784	chr17	45114366	45114433	-	68
15453	ACBD4	chr17	45135686	45144181	+	8496
15454	HEXIM1	chr17	45148474	45152099	+	3626
15455	LOC112268203	chr17	45159947	45161571	-	1625
15456	HEXIM2	chr17	45160173	45170040	+	9868
15457	LOC105371795	chr17	45168804	45171485	-	2682
15458	LOC339192	chr17	45190930	45221765	-	30836
15459	FMNL1	chr17	45220267	45247322	+	27056
15460	LOC107985040	chr17	45238015	45241868	-	3854
15461	SPATA32	chr17	45254392	45262094	-	7703
15462	MAP3K14-AS1	chr17	45262079	45268630	+	6552
15463	MAP3K14	chr17	45263127	45317048	-	53922
15464	LOC105371796	chr17	45363254	45366522	-	3269
15465	ARHGAP27	chr17	45393907	45432867	-	38961
15466	PLEKHM1	chr17	45434261	45490751	-	56491
15467	MIR4315-1	chr17	45475362	45475435	-	74
15468	LOC105369225	chr17	45502894	45558649	+	55756
15469	LRRC37A4P	chr17	45505882	45520523	-	14642
15470	LOC105376839	chr17	45588255	45593616	-	5362
15471	MAPK8IP1P2	chr17	45600100	45601862	-	1763
15472	LINC02210	chr17	45620328	45646231	+	25904
15473	LINC02210-CRHR1	chr17	45620345	45835828	+	215484
15474	LOC105371802	chr17	45657415	45671020	-	13606
15475	LOC107985028	chr17	45731655	45734982	-	3328
15476	CRHR1	chr17	45784279	45835828	+	51550
15477	MAPT-AS1	chr17	45843355	45895513	-	52159
15478	SPPL2C	chr17	45844880	45847067	+	2188
15479	MAPT	chr17	45894381	46028334	+	133954
15480	MAPT-IT1	chr17	45895782	45898798	+	3017
15481	LOC105371800	chr17	45919879	45926329	-	6451
15482	STH	chr17	45999249	45999694	+	446
15483	KANSL1	chr17	46027334	46225370	-	198037
15484	LOC107985027	chr17	46150927	46162470	-	11544
15485	KANSL1-AS1	chr17	46193572	46196723	+	3152
15486	ARL17B	chr17	46274183	46361787	-	87605
15487	LRRC37A	chr17	46295130	46337794	+	42665
15488	LOC107987254	chr17	46341588	46343761	-	2174
15489	NSFP1	chr17	46372812	46423097	+	50286
15490	ARL17A	chr17	46500212	46579775	-	79564
15491	LRRC37A2	chr17	46512709	47049128	+	536420
15492	FAM215B	chr17	46559525	46561589	-	2065
15493	NSF	chr17	46590668	46757464	+	166797
15494	WNT3	chr17	46762505	46818692	-	56188
15495	LOC101929777	chr17	46830594	46833033	-	2440
15496	WNT9B	chr17	46833200	46880560	+	47361
15497	LINC01974	chr17	46909736	46912799	-	3064
15498	LOC112268191	chr17	46912900	46916704	+	3805
15499	GOSR2	chr17	46923132	46975519	+	52388
15500	MIR5089	chr17	46973016	46973100	+	85
15501	RPRML	chr17	46978155	46979253	-	1099
15502	LOC101927060	chr17	46982785	47067854	-	85070
15503	CDC27	chr17	47117702	47189295	-	71594
15504	MYL4	chr17	47209295	47227650	+	18356
15505	ITGB3	chr17	47253841	47312711	+	58871
15506	LOC107985029	chr17	47279620	47280400	-	781
15507	THCAT158	chr17	47303442	47323901	-	20460
15508	EFCAB13	chr17	47323954	47441312	+	117359
15509	MRPL45P2	chr17	47450226	47492620	-	42395
15510	NPEPPS	chr17	47531085	47623276	+	92192
15511	LOC112268184	chr17	47621976	47650246	-	28271
15512	KPNB1	chr17	47649918	47685505	+	35588
15513	TBKBP1	chr17	47694064	47712058	+	17995
15514	TBX21	chr17	47733235	47746122	+	12888
15515	OSBPL7	chr17	47807366	47816443	-	9078
15516	MRPL10	chr17	47823271	47831541	-	8271
15517	LRRC46	chr17	47831669	47837719	+	6051
15518	SCRN2	chr17	47837691	47841292	-	3602
15519	SP6	chr17	47844907	47851163	-	6257
15520	LOC102724532	chr17	47891228	47895816	-	4589
15521	SP2	chr17	47896031	47932271	+	36241
15522	SP2-AS1	chr17	47898385	47941404	-	43020
15523	PNPO	chr17	47941523	47949308	+	7786
15524	PRR15L	chr17	47951966	47957905	-	5940
15525	CDK5RAP3	chr17	47967903	47981781	+	13879
15526	COPZ2	chr17	48026166	48048086	-	21921
15527	MIR10226	chr17	48032881	48032951	+	71
15528	MIR152	chr17	48037160	48037247	-	88
15529	NFE2L1	chr17	48048358	48061545	+	13188
15530	CBX1	chr17	48070058	48101478	-	31421
15531	SNX11	chr17	48107532	48123601	+	16070
15532	SKAP1	chr17	48133437	48199967	-	66531
15533	MIR1203	chr17	48156426	48156511	-	86
15534	THRA1/BTR	chr17	48294346	48307829	+	13484
15535	LOC101927166	chr17	48444832	48466040	+	21209
15536	LOC105371808	chr17	48520387	48527507	-	7121
15537	HOXB1	chr17	48528525	48531011	-	2487
15538	HOXB2	chr17	48542654	48545031	-	2378
15539	HOXB-AS1	chr17	48544350	48551241	+	6892
15540	HOXB3	chr17	48548869	48557716	-	8848
15541	HOXB4	chr17	48575506	48578350	-	2845
15542	MIR10A	chr17	48579837	48579947	-	111
15543	HOXB5	chr17	48591256	48593741	-	2486
15544	HOXB6	chr17	48595750	48604986	-	9237
15545	HOXB-AS3	chr17	48595957	48602341	+	6385
15546	HOXB7	chr17	48607231	48611017	-	3787
15547	HOXB8	chr17	48612345	48619531	-	7187
15548	HOXB9	chr17	48621155	48626358	-	5204
15549	MIR196A1	chr17	48632489	48632559	-	71
15550	LOC101060400	chr17	48634803	48647513	-	12711
15551	LINC02086	chr17	48655661	48707346	+	51686
15552	PRAC1	chr17	48721718	48722518	-	801
15553	PRAC2	chr17	48724166	48724758	+	593
15554	MIR3185	chr17	48724407	48724475	-	69
15555	HOXB13	chr17	48724762	48728749	-	3988
15556	LOC105371811	chr17	48732983	48743465	+	10483
15557	LOC105371812	chr17	48752905	48753609	+	705
15558	TTLL6	chr17	48762233	48817247	-	55015
15559	LOC105371813	chr17	48812239	48816958	+	4720
15560	CALCOCO2	chr17	48831034	48865245	+	34212
15561	LOC105371814	chr17	48874859	48908983	-	34125
15562	ATP5MC1	chr17	48892786	48895871	+	3086
15563	UBE2Z	chr17	48908406	48929056	+	20651
15564	SNF8	chr17	48929315	48944842	-	15528
15565	GIP	chr17	48958553	48968596	-	10044
15566	IGF2BP1	chr17	48997384	49056145	+	58762
15567	B4GALNT2	chr17	49120346	49170722	+	50377
15568	GNGT2	chr17	49206236	49210574	-	4339
15569	ABI3	chr17	49210226	49223225	+	13000
15570	PHOSPHO1	chr17	49223365	49230787	-	7423
15571	LOC105371816	chr17	49224728	49227383	+	2656
15572	FLJ40194	chr17	49248242	49258665	+	10424
15573	MIR6129	chr17	49288345	49288454	-	110
15574	ZNF652	chr17	49289205	49362473	-	73269
15575	LOC102724596	chr17	49361164	49366115	+	4952
15576	PHB	chr17	49404047	49414905	-	10859
15577	LINC02075	chr17	49457860	49461749	-	3890
15578	NGFR	chr17	49495292	49515008	+	19717
15579	LOC100288866	chr17	49505656	49574064	-	68409
15580	MIR6165	chr17	49510816	49510900	+	85
15581	NXPH3	chr17	49575870	49583810	+	7941
15582	SPOP	chr17	49598883	49678163	-	79281
15583	LOC107984999	chr17	49613251	49618974	-	5724
15584	SLC35B1	chr17	49700942	49708173	-	7232
15585	FAM117A	chr17	49710331	49764131	-	53801
15586	KAT7	chr17	49788680	49835026	+	46347
15587	TAC4	chr17	49838308	49848017	-	9710
15588	FLJ45513	chr17	49845885	49847642	+	1758
15589	DLX4	chr17	49968969	49974959	+	5991
15590	DLX3	chr17	49990004	49995224	-	5221
15591	PICART1	chr17	50050348	50055739	-	5392
15592	ITGA3	chr17	50056064	50090481	+	34418
15593	PDK2	chr17	50095350	50112152	+	16803
15594	SAMD14	chr17	50111308	50117272	-	5965
15595	PPP1R9B	chr17	50133736	50150677	-	16942
15596	LOC105371818	chr17	50157836	50166722	-	8887
15597	SGCA	chr17	50166004	50175928	+	9925
15598	H1-9	chr17	50171427	50172476	-	1050
15599	COL1A1	chr17	50184095	50201649	-	17555
15600	LINC01969	chr17	50214693	50215420	+	728
15601	LOC105371819	chr17	50238848	50256593	+	17746
15602	LOC105371822	chr17	50256612	50271399	+	14788
15603	TMEM92	chr17	50274465	50281485	+	7021
15604	TMEM92-AS1	chr17	50281578	50287855	-	6278
15605	XYLT2	chr17	50346125	50361185	+	15061
15606	MRPL27	chr17	50367866	50373184	-	5319
15607	EME1	chr17	50373219	50381459	+	8241
15608	LRRC59	chr17	50381237	50397523	-	16287
15609	CHAD	chr17	50464491	50469881	-	5391
15610	ACSF2	chr17	50468328	50474845	+	6518
15611	RSAD1	chr17	50478799	50485980	+	7182
15612	MYCBPAP	chr17	50507777	50531502	+	23726
15613	EPN3	chr17	50532734	50543750	+	11017
15614	LOC105371824	chr17	50537293	50538754	-	1462
15615	SPATA20	chr17	50547088	50555852	+	8765
15616	CACNA1G-AS1	chr17	50556206	50562108	-	5903
15617	CACNA1G	chr17	50560932	50629625	+	68694
15618	LOC101927253	chr17	50627029	50631940	-	4912
15619	ABCC3	chr17	50634880	50692253	+	57374
15620	ANKRD40	chr17	50693194	50702008	-	8815
15621	LUC7L3	chr17	50719602	50756219	+	36618
15622	ANKRD40CL	chr17	50761006	50767518	-	6513
15623	MIR8059	chr17	50768649	50768730	+	82
15624	WFIKKN2	chr17	50834583	50842353	+	7771
15625	TOB1	chr17	50862222	50867978	-	5757
15626	TOB1-AS1	chr17	50866678	50868371	+	1694
15627	LOC105371825	chr17	50886261	50894071	-	7811
15628	SPAG9	chr17	50962173	51046878	-	84706
15629	NME1	chr17	51153558	51162089	+	8532
15630	NME1-NME2	chr17	51153558	51171744	+	18187
15631	NME2	chr17	51165535	51171744	+	6210
15632	MBTD1	chr17	51177418	51260511	-	83094
15633	UTP18	chr17	51260545	51297933	+	37389
15634	LINC02071	chr17	51312608	51335162	-	22555
15635	LINC02072	chr17	51336714	51342571	+	5858
15636	LINC02073	chr17	51435426	51445802	+	10377
15637	CA10	chr17	51630312	52160017	-	529706
15638	LOC105371829	chr17	52231569	52236498	+	4930
15639	LINC01982	chr17	52390521	52535701	+	145181
15640	LINC02089	chr17	52862120	52899588	+	37469
15641	LOC107984983	chr17	52917866	52926925	+	9060
15642	C17orf112	chr17	52985504	52987652	+	2149
15643	LOC107984982	chr17	53746971	53748876	-	1906
15644	KIF2B	chr17	53822926	53825193	+	2268
15645	LOC107985001	chr17	53970974	53973279	-	2306
15646	TOM1L1	chr17	54900690	54961967	+	61278
15647	COX11	chr17	54960421	54968654	-	8234
15648	STXBP4	chr17	54968728	55047154	+	78427
15649	LOC107985002	chr17	55088621	55097369	+	8749
15650	HLF	chr17	55264959	55325187	+	60229
15651	MMD	chr17	55392616	55421886	-	29271
15652	LOC101927367	chr17	55449862	55458538	-	8677
15653	LOC105371833	chr17	55510835	55537493	-	26659
15654	LOC102724732	chr17	55580549	55589803	-	9255
15655	LOC101927389	chr17	55612963	55650247	+	37285
15656	TMEM100	chr17	55719626	55725506	-	5881
15657	PCTP	chr17	55750978	55845001	+	94024
15658	ANKFN1	chr17	56451942	56517016	+	65075
15659	LOC112268194	chr17	56532852	56538939	-	6088
15660	NOG	chr17	56593698	56595611	+	1914
15661	C17orf67	chr17	56791912	56833920	-	42009
15662	DGKE	chr17	56834130	56869567	+	35438
15663	MTVR2	chr17	56884101	56884913	-	813
15664	TRIM25	chr17	56887908	56914049	-	26142
15665	MIR3614	chr17	56891269	56891355	-	87
15666	COIL	chr17	56938198	56961050	-	22853
15667	LOC105371836	chr17	56961038	56975937	+	14900
15668	SCPEP1	chr17	56978128	57006768	+	28641
15669	RNF126P1	chr17	57045477	57046795	+	1319
15670	AKAP1	chr17	57085245	57121344	+	36100
15671	LOC101927510	chr17	57251077	57256230	-	5154
15672	MSI2	chr17	57255850	57684689	+	428840
15673	LOC101927557	chr17	57522247	57523597	-	1351
15674	LOC107984993	chr17	57558902	57574828	+	15927
15675	LOC101927539	chr17	57600863	57608412	-	7550
15676	CCDC182	chr17	57744494	57745299	-	806
15677	MRPS23	chr17	57834780	57850044	-	15265
15678	CUEDC1	chr17	57861242	57955412	-	94171
15679	LOC107985065	chr17	57912311	57917124	+	4814
15680	VEZF1	chr17	57971551	57988254	-	16704
15681	LOC101929185	chr17	57988109	57994966	+	6858
15682	SRSF1	chr17	58000918	58007346	-	6429
15683	LOC105371840	chr17	58050354	58059944	-	9591
15684	LOC101927666	chr17	58076890	58083204	-	6315
15685	DYNLL2	chr17	58083418	58095542	+	12125
15686	OR4D1	chr17	58155153	58156086	+	934
15687	MSX2P1	chr17	58156958	58159120	+	2163
15688	OR4D2	chr17	58169655	58170579	+	925
15689	EPX	chr17	58192725	58205174	+	12450
15690	MKS1	chr17	58205435	58219605	-	14171
15691	LOC105371841	chr17	58219391	58233553	+	14163
15692	LPO	chr17	58238425	58268518	+	30094
15693	MPO	chr17	58269854	58280935	-	11082
15694	TSPOAP1	chr17	58301230	58328795	-	27566
15695	TSPOAP1-AS1	chr17	58325449	58353727	+	28279
15696	MIR142	chr17	58331231	58331318	-	88
15697	MIR4736	chr17	58335975	58336022	-	48
15698	SUPT4H1	chr17	58345177	58352201	-	7025
15699	RNF43	chr17	58352499	58417582	-	65084
15700	HSF5	chr17	58420166	58488408	-	68243
15701	MTMR4	chr17	58489537	58518109	-	28573
15702	SEPTIN4-AS1	chr17	58519836	58556925	+	37090
15703	SEPTIN4	chr17	58520249	58529467	-	9219
15704	TEX14	chr17	58556677	58652002	-	95326
15705	LOC107985048	chr17	58574202	58579655	+	5454
15706	LOC105371842	chr17	58632796	58651594	+	18799
15707	RAD51C	chr17	58692601	58735611	+	43011
15708	LOC105371843	chr17	58724108	58756105	-	31998
15709	PPM1E	chr17	58937913	58985617	+	47705
15710	TRIM37	chr17	58968009	59106753	-	138745
15711	SKA2	chr17	59109856	59155186	-	45331
15712	MIR454	chr17	59137757	59137872	-	116
15713	MIR301A	chr17	59151135	59151221	-	87
15714	PRR11	chr17	59155745	59206709	+	50965
15715	SMG8	chr17	59210009	59215250	+	5242
15716	GDPD1	chr17	59220510	59275970	+	55461
15717	YPEL2	chr17	59331654	59401729	+	70076
15718	MIR4729	chr17	59366082	59366154	+	73
15719	LINC01476	chr17	59430868	59526857	-	95990
15720	LOC105371845	chr17	59500391	59507791	+	7401
15721	LOC105371847	chr17	59529790	59550534	+	20745
15722	DHX40	chr17	59565593	59608345	+	42753
15723	CLTC	chr17	59619688	59696956	+	77269
15724	PTRH2	chr17	59697305	59707626	-	10322
15725	VMP1	chr17	59707653	59842255	+	134603
15726	MIR21	chr17	59841265	59841337	+	73
15727	TUBD1	chr17	59859466	59892948	-	33483
15728	RPS6KB1	chr17	59893120	59950574	+	57455
15729	RNFT1	chr17	59952239	59964740	-	12502
15730	TBC1D3P1-DHX40P1	chr17	59962362	60019052	-	56691
15731	RNFT1-DT	chr17	59965095	59973101	+	8007
15732	LOC105371848	chr17	60019073	60020011	+	939
15733	HEATR6	chr17	60041007	60078921	-	37915
15734	MIR4737	chr17	60043024	60043105	-	82
15735	LOC105371849	chr17	60079308	60088695	+	9388
15736	WFDC21P	chr17	60083565	60088467	-	4903
15737	LOC653653	chr17	60101759	60102919	-	1161
15738	LOC100996660	chr17	60126534	60136447	-	9914
15739	CA4	chr17	60149941	60159546	+	9606
15740	USP32	chr17	60177230	60264296	-	87067
15741	SCARNA20	chr17	60231515	60231645	-	131
15742	LOC105371850	chr17	60402536	60417405	-	14870
15743	C17orf64	chr17	60421655	60431426	+	9772
15744	APPBP2	chr17	60443148	60526240	-	83093
15745	LINC01999	chr17	60564545	60586620	+	22076
15746	PPM1D	chr17	60600186	60666280	+	66095
15747	BCAS3	chr17	60677850	61392831	+	714982
15748	LOC107984992	chr17	61129453	61136598	-	7146
15749	LOC101927855	chr17	61361667	61367704	-	6038
15750	TBX2-AS1	chr17	61393455	61399606	-	6152
15751	TBX2	chr17	61399842	61409466	+	9625
15752	C17orf82	chr17	61411750	61413280	+	1531
15753	TBX4	chr17	61452421	61485110	+	32690
15754	NACA2	chr17	61590420	61591219	-	800
15755	BRIP1	chr17	61681265	61780343	-	99079
15756	INTS2	chr17	61865366	61927982	-	62617
15757	MED13	chr17	61942604	62065983	-	123380
15758	TBC1D3P2	chr17	62264704	62275655	-	10952
15759	LOC105371853	chr17	62275686	62276578	+	893
15760	LOC105371936	chr17	62344039	62353998	+	9960
15761	EFCAB3	chr17	62370217	62416479	+	46263
15762	LOC105371854	chr17	62375074	62380502	-	5429
15763	METTL2A	chr17	62423884	62450093	+	26210
15764	LOC112268200	chr17	62458545	62464338	+	5794
15765	LOC112268201	chr17	62463847	62478596	-	14750
15766	TLK2	chr17	62470907	62615476	+	144570
15767	LOC112268202	chr17	62622690	62626790	+	4101
15768	LOC107985020	chr17	62626367	62627312	-	946
15769	MRC2	chr17	62627669	62693597	+	65929
15770	LOC105371855	chr17	62706205	62737922	+	31718
15771	MARCHF10	chr17	62711695	62808346	-	96652
15772	MARCHF10-DT	chr17	62808501	62836371	+	27871
15773	MIR633	chr17	62944214	62944312	+	99
15774	TANC2	chr17	62966234	63427703	+	461470
15775	LOC105371857	chr17	63333214	63354185	-	20972
15776	LOC105371856	chr17	63380378	63403550	-	23173
15777	LOC107983996	chr17	63406274	63415011	-	8738
15778	CYB561	chr17	63432303	63440827	-	8525
15779	ACE	chr17	63477060	63498373	+	21314
15780	KCNH6	chr17	63523357	63548987	+	25631
15781	DCAF7	chr17	63550476	63594266	+	43791
15782	TACO1	chr17	63600894	63608365	+	7472
15783	MAP3K3	chr17	63622416	63696305	+	73890
15784	LOC107984984	chr17	63672261	63681131	+	8871
15785	LOC101927898	chr17	63682335	63691001	-	8667
15786	LIMD2	chr17	63695887	63700125	-	4239
15787	LOC729683	chr17	63700337	63702685	+	2349
15788	STRADA	chr17	63702831	63741986	-	39156
15789	CCDC47	chr17	63745254	63773597	-	28344
15790	DDX42	chr17	63773855	63819317	+	45463
15791	FTSJ3	chr17	63819432	63827663	-	8232
15792	PSMC5	chr17	63827430	63832019	+	4590
15793	LOC107984986	chr17	63827848	63829491	-	1644
15794	SMARCD2	chr17	63832080	63838728	-	6649
15795	TCAM1P	chr17	63857015	63864379	+	7365
15796	CSH2	chr17	63872011	63873729	-	1719
15797	GH2	chr17	63880214	63881944	-	1731
15798	LOC107987248	chr17	63885850	63886703	+	854
15799	CSH1	chr17	63894917	63896574	-	1658
15800	CSHL1	chr17	63909601	63911280	-	1680
15801	LOC112268204	chr17	63911919	63917876	+	5958
15802	GH1	chr17	63917202	63918839	-	1638
15803	CD79B	chr17	63928739	63932331	-	3593
15804	SCN4A	chr17	63938553	63972918	-	34366
15805	LOC105371858	chr17	63959446	63967204	+	7759
15806	PRR29-AS1	chr17	63996070	63999899	-	3830
15807	PRR29	chr17	63998350	64004305	+	5956
15808	ICAM2	chr17	64002594	64006923	-	4330
15809	ERN1	chr17	64039141	64132469	-	93329
15810	SNHG25	chr17	64145969	64146309	+	341
15811	SNORD104	chr17	64146077	64146157	+	81
15812	SNORA50C	chr17	64146338	64146471	+	134
15813	TEX2	chr17	64147226	64230734	-	83509
15814	PECAM1	chr17	64322502	64413844	-	91343
15815	MILR1	chr17	64449021	64496469	+	47449
15816	POLG2	chr17	64477784	64497054	-	19271
15817	DDX5	chr17	64498253	64506866	-	8614
15818	MIR3064	chr17	64500773	64500839	-	67
15819	MIR5047	chr17	64501213	64501313	-	101
15820	CEP95	chr17	64506759	64537951	+	31193
15821	SMURF2	chr17	64542281	64662307	-	120027
15822	ARHGAP27P1-BPTFP1-KPNA2P3	chr17	64749661	64781999	-	32339
15823	LOC101929240	chr17	64750401	64751508	+	1108
15824	ARHGAP27P1	chr17	64778138	64781504	-	3367
15825	MIR6080	chr17	64780758	64780824	+	67
15826	PLEKHM1P1	chr17	64784840	64837184	-	52345
15827	MIR4315-2	chr17	64822029	64822102	-	74
15828	LOC105376844	chr17	64835329	64909795	+	74467
15829	LOC105371860	chr17	64844395	64846991	-	2597
15830	LRRC37A3	chr17	64854133	64919491	-	65359
15831	LOC107985000	chr17	64943354	64960013	-	16660
15832	AMZ2P1	chr17	64966549	64975585	-	9037
15833	GNA13	chr17	65009288	65056740	-	47453
15834	LOC105371864	chr17	65088383	65093822	-	5440
15835	LOC100507002	chr17	65100811	65111095	+	10285
15836	RGS9	chr17	65137369	65227703	+	90335
15837	LINC02563	chr17	65457540	65458408	+	869
15838	AXIN2	chr17	65528562	65561648	-	33087
15839	CEP112	chr17	65635536	66192133	-	556598
15840	LOC105371867	chr17	65876187	65926467	+	50281
15841	APOH	chr17	66212032	66229415	-	17384
15842	PRKCA	chr17	66302612	66810743	+	508132
15843	PRKCA-AS1	chr17	66398068	66416854	-	18787
15844	MIR634	chr17	66787071	66787168	+	98
15845	CACNG5	chr17	66835116	66894751	+	59636
15846	CACNG4	chr17	66964706	67033398	+	68693
15847	CACNG1	chr17	67044553	67056797	+	12245
15848	HELZ	chr17	67070443	67245989	-	175547
15849	LOC101928021	chr17	67244775	67262080	+	17306
15850	PSMD12	chr17	67337915	67366598	-	28684
15851	PITPNC1	chr17	67377280	67697256	+	319977
15852	MIR548AA2	chr17	67471488	67471585	+	98
15853	MIR548D2	chr17	67471488	67471585	-	98
15854	LOC101928045	chr17	67675160	67717824	-	42665
15855	NOL11	chr17	67717935	67744531	+	26597
15856	SNORA38B	chr17	67740669	67740801	+	133
15857	BPTF	chr17	67889768	67984376	+	94609
15858	C17orf58	chr17	67991098	67993606	-	2509
15859	KPNA2	chr17	68035734	68046854	+	11121
15860	LINC00674	chr17	68101554	68135929	+	34376
15861	LOC105371871	chr17	68157926	68161227	+	3302
15862	LOC105371870	chr17	68180615	68189296	+	8682
15863	ARHGAP27P2	chr17	68198659	68200302	+	1644
15864	AMZ2	chr17	68247573	68257164	+	9592
15865	SLC16A6	chr17	68267025	68291439	-	24415
15866	ARSG	chr17	68346760	68420857	+	74098
15867	WIPI1	chr17	68421280	68457524	-	36245
15868	MIR635	chr17	68424450	68424548	-	99
15869	PRKAR1A	chr17	68515393	68551316	+	35924
15870	FAM20A	chr17	68530275	68600737	-	70463
15871	LOC105371873	chr17	68558498	68581292	+	22795
15872	LINC01482	chr17	68628153	68679606	+	51454
15873	LOC105371877	chr17	68714563	68734056	-	19494
15874	LOC105371874	chr17	68817345	68875259	+	57915
15875	ABCA8	chr17	68867284	68955426	-	88143
15876	ABCA9	chr17	68974631	69062103	-	87473
15877	ABCA9-AS1	chr17	69004713	69018323	+	13611
15878	ABCA6	chr17	69062043	69141927	-	79885
15879	MIR4524B	chr17	69099541	69099656	+	116
15880	MIR4524A	chr17	69099563	69099632	-	70
15881	ABCA10	chr17	69148006	69244815	-	96810
15882	PRO1804	chr17	69232974	69235012	-	2039
15883	ABCA5	chr17	69244310	69327133	-	82824
15884	LOC105371878	chr17	69331843	69358961	+	27119
15885	LOC105371879	chr17	69358928	69362929	-	4002
15886	LOC105371880	chr17	69475253	69485532	-	10280
15887	MAP2K6	chr17	69502176	69553854	+	51679
15888	LOC107985073	chr17	69572641	69582123	-	9483
15889	LINC01483	chr17	69593986	69903000	+	309015
15890	LINC01497	chr17	69961706	69983544	+	21839
15891	LOC105371881	chr17	69995960	70075123	-	79164
15892	LOC112267896	chr17	70014421	70037793	-	23373
15893	LINC01028	chr17	70051270	70068095	+	16826
